experiment,method,variant,source_n,target_n,smoke_only,metric,mean,std,independent_units,ci95_low,ci95_high,interval_unit,small_sample
P-T,AN,fixed-edge,4,6,False,target_plus_type_probability,0.5999999999999999,1.1702778228589004e-16,10,0.5999999999999999,0.5999999999999999,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,density_ratio,1.0,0.0,10,1.0,1.0,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,neighbor_weight,3.333333333333333,0.0,10,3.333333333333333,3.333333333333333,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,semantic_drift,0.009557333333333307,0.0,10,0.009557333333333307,0.009557333333333307,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,target_local_energy,0.11909333333333313,1.4628472785736255e-17,10,0.11909333333333313,0.11909333333333313,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,target_path_derivative,0.4813297654022836,0.18303676563424653,10,0.35244758132593007,0.568138791764486,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,target_normalized_path_derivative,0.08022162756704727,0.030506127605707752,10,0.058741263554321674,0.09468979862741435,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,old_return,0.4479999999999998,5.851389114294502e-17,10,0.4479999999999998,0.4479999999999998,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,return,0.49628531395650344,0.020986631296881362,10,0.48256728725829773,0.5072264334675601,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,return_gain,0.04828531395650361,0.020986631296881362,10,0.034567287258297996,0.05922643346756033,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,source_steps_total,2432.0,120.67955732250411,10,2355.2,2508.8,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,source_steps_training,2048.0,0.0,10,2048.0,2048.0,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,source_steps_direction_check,128.0,0.0,10,128.0,128.0,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,source_steps_return_check,256.0,120.67955732250411,10,179.2,332.8,training_seed_or_data_batch,False
P-T,AN,fixed-edge,4,6,False,eta,0.08499999999999999,0.03374742788552765,10,0.06000000000000001,0.1,training_seed_or_data_batch,False
