kind,truth_class,true_value,sample_size,seed,mode,evaluation_batch_id,mean,radius,decision_value,alpha,accepted,false_accept,false_reject,evaluation_episodes
direction,-1,-0.18,128,2034,hoeffding,c8201bb3cbce51e8849c929a2b042592065a93d7e5c41ae1e2c28cbf7b9cd6a6,-0.19070312500000003,4.231088082359859,-4.421791207359859,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2035,empirical,4dc749e895defb962921cf92bd9ab5db53d0684acff5b225a5b0aed2b19c507f,-0.21329427083333338,4.231088082359859,-0.21329427083333338,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2035,hoeffding,4dc749e895defb962921cf92bd9ab5db53d0684acff5b225a5b0aed2b19c507f,-0.21329427083333338,4.231088082359859,-4.444382353193192,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2036,empirical,6c64a4c6b183c273e7edcd47a0a3a235d342a61aa8518a17a089997451e205a0,-0.2425260416666667,4.231088082359859,-0.2425260416666667,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2036,hoeffding,6c64a4c6b183c273e7edcd47a0a3a235d342a61aa8518a17a089997451e205a0,-0.2425260416666667,4.231088082359859,-4.4736141240265255,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2037,empirical,7bcd3b183f3cddd98144d5e36007e0eb7db3fbe7ebf66aaf153c242210ef0b58,-0.1772526041666667,4.231088082359859,-0.1772526041666667,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2037,hoeffding,7bcd3b183f3cddd98144d5e36007e0eb7db3fbe7ebf66aaf153c242210ef0b58,-0.1772526041666667,4.231088082359859,-4.408340686526526,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2038,empirical,b731b4ff153035b2ee186fd2fc966029f77a92733db0058beda3d26a3669634f,-0.16652343750000004,4.231088082359859,-0.16652343750000004,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2038,hoeffding,b731b4ff153035b2ee186fd2fc966029f77a92733db0058beda3d26a3669634f,-0.16652343750000004,4.231088082359859,-4.3976115198598595,6.485084306095979e-05,False,False,False,128
direction,-1,-0.18,128,2039,empirical,1222cf37dc0aa582bc0fa0c1553202485a89c1c3649945863609b3fdc36cbace,-0.15093750000000003,4.231088082359859,-0.15093750000000003,6.485084306095979e-05,False,False,False,128
