method,seed,requested_kl,variant,check_episodes,repeats,candidate_p_0,candidate_p_1,actual_kl,exact_return_gain,return_class,direction_gate_applicable,return_accept_rate,return_false_accept_rate,return_false_reject_rate,all_zero_pair_rate,return_check_steps,direction_check_steps,exact_direction_score,direction_accept_rate,direction_false_accept_rate,direction_false_reject_rate,reject_positive_return_rate
AN,1000,0.0003,original,8,100,0.3009574678389044,0.7143340939701354,0.0003000000000000278,0.026244384324418446,positive,True,0.95,,0.050000000000000044,0.81,16,8,0.06588703516996369,0.65,,0.35,0.35
AN,1000,0.0003,original,32,100,0.3009574678389044,0.7143340939701354,0.0003000000000000278,0.026244384324418446,positive,True,0.73,,0.27,0.26,64,32,0.06588703516996369,0.79,,0.20999999999999996,0.20999999999999996
AN,1000,0.0003,original,128,100,0.3009574678389044,0.7143340939701354,0.0003000000000000278,0.026244384324418446,positive,True,0.72,,0.28,0.0,256,128,0.06588703516996369,0.91,,0.08999999999999997,0.08999999999999997
AN,1000,0.0003,original,512,100,0.3009574678389044,0.7143340939701354,0.0003000000000000278,0.026244384324418446,positive,True,0.92,,0.07999999999999996,0.0,1024,512,0.06588703516996369,0.97,,0.030000000000000027,0.030000000000000027
AN,1000,0.0003,reversed,8,100,0.2990442751626092,0.6852635563771493,0.00030557122291371795,-0.0242867128543921,negative,True,0.83,0.83,,0.75,16,8,-0.21297059591173778,0.18,0.18,,
AN,1000,0.0003,reversed,32,100,0.2990442751626092,0.6852635563771493,0.00030557122291371795,-0.0242867128543921,negative,True,0.59,0.59,,0.37,64,32,-0.21297059591173778,0.02,0.02,,
AN,1000,0.0003,reversed,128,100,0.2990442751626092,0.6852635563771493,0.00030557122291371795,-0.0242867128543921,negative,True,0.3,0.3,,0.02,256,128,-0.21297059591173778,0.0,0.0,,
AN,1000,0.0003,reversed,512,100,0.2990442751626092,0.6852635563771493,0.00030557122291371795,-0.0242867128543921,negative,True,0.09,0.09,,0.0,1024,512,-0.21297059591173778,0.0,0.0,,
AN,1000,0.0003,near_zero,8,100,0.3000000956597285,0.7000014538268107,3.02813410966684e-12,2.530592662697284e-06,positive,True,1.0,,0.0,1.0,16,8,1.3942146136281361e-05,0.75,,0.25,0.25
AN,1000,0.0003,near_zero,32,100,0.3000000956597285,0.7000014538268107,3.02813410966684e-12,2.530592662697284e-06,positive,True,1.0,,0.0,1.0,64,32,1.3942146136281361e-05,0.92,,0.07999999999999996,0.07999999999999996
AN,1000,0.0003,near_zero,128,100,0.3000000956597285,0.7000014538268107,3.02813410966684e-12,2.530592662697284e-06,positive,True,1.0,,0.0,1.0,256,128,1.3942146136281361e-05,0.99,,0.010000000000000009,0.010000000000000009
AN,1000,0.0003,near_zero,512,100,0.3000000956597285,0.7000014538268107,3.02813410966684e-12,2.530592662697284e-06,positive,True,1.0,,0.0,1.0,1024,512,1.3942146136281361e-05,1.0,,0.0,0.0
SA,1000,0.0003,original,8,100,0.3009786645232574,0.7143331682744385,0.0003000000000000024,0.026249133190118845,positive,True,0.95,,0.050000000000000044,0.81,16,8,0.06599494007843258,0.65,,0.35,0.35
SA,1000,0.0003,original,32,100,0.3009786645232574,0.7143331682744385,0.0003000000000000024,0.026249133190118845,positive,True,0.73,,0.27,0.26,64,32,0.06599494007843258,0.79,,0.20999999999999996,0.20999999999999996
SA,1000,0.0003,original,128,100,0.3009786645232574,0.7143331682744385,0.0003000000000000024,0.026249133190118845,positive,True,0.72,,0.28,0.0,256,128,0.06599494007843258,0.91,,0.08999999999999997,0.08999999999999997
SA,1000,0.0003,original,512,100,0.3009786645232574,0.7143331682744385,0.0003000000000000024,0.026249133190118845,positive,True,0.92,,0.07999999999999996,0.0,1024,512,0.06599494007843258,0.97,,0.030000000000000027,0.030000000000000027
SA,1000,0.0003,reversed,8,100,0.29902315643320654,0.685264534767897,0.00030557005605350647,-0.02428675580790618,negative,True,0.83,0.83,,0.75,16,8,-0.20889023225794368,0.18,0.18,,
SA,1000,0.0003,reversed,32,100,0.29902315643320654,0.685264534767897,0.00030557005605350647,-0.02428675580790618,negative,True,0.59,0.59,,0.37,64,32,-0.20889023225794368,0.02,0.02,,
SA,1000,0.0003,reversed,128,100,0.29902315643320654,0.685264534767897,0.00030557005605350647,-0.02428675580790618,negative,True,0.3,0.3,,0.02,256,128,-0.20889023225794368,0.0,0.0,,
SA,1000,0.0003,reversed,512,100,0.29902315643320654,0.685264534767897,0.00030557005605350647,-0.02428675580790618,negative,True,0.09,0.09,,0.0,1024,512,-0.20889023225794368,0.0,0.0,,
SA,1000,0.0003,near_zero,8,100,0.30000009777550546,0.7000014537315472,3.028137806166267e-12,2.530834299574458e-06,positive,True,1.0,,0.0,1.0,16,8,1.3743544140357918e-05,0.75,,0.25,0.25
SA,1000,0.0003,near_zero,32,100,0.30000009777550546,0.7000014537315472,3.028137806166267e-12,2.530834299574458e-06,positive,True,1.0,,0.0,1.0,64,32,1.3743544140357918e-05,0.92,,0.07999999999999996,0.07999999999999996
SA,1000,0.0003,near_zero,128,100,0.30000009777550546,0.7000014537315472,3.028137806166267e-12,2.530834299574458e-06,positive,True,1.0,,0.0,1.0,256,128,1.3743544140357918e-05,0.99,,0.010000000000000009,0.010000000000000009
SA,1000,0.0003,near_zero,512,100,0.30000009777550546,0.7000014537315472,3.028137806166267e-12,2.530834299574458e-06,positive,True,1.0,,0.0,1.0,1024,512,1.3743544140357918e-05,1.0,,0.0,0.0
DA,1000,0.0003,original,8,100,0.3128811988673531,0.7099904345243097,0.0003000000000000152,0.02172465813586605,positive,False,0.91,,0.08999999999999997,0.76,16,0,,,,,
DA,1000,0.0003,original,32,100,0.3128811988673531,0.7099904345243097,0.0003000000000000152,0.02172465813586605,positive,False,0.73,,0.27,0.2,64,0,,,,,
DA,1000,0.0003,original,128,100,0.3128811988673531,0.7099904345243097,0.0003000000000000152,0.02172465813586605,positive,False,0.68,,0.31999999999999995,0.0,256,0,,,,,
DA,1000,0.0003,original,512,100,0.3128811988673531,0.7099904345243097,0.0003000000000000152,0.02172465813586605,positive,False,0.84,,0.16000000000000003,0.0,1024,0,,,,,
DA,1000,0.0003,reversed,8,100,0.2874272805600924,0.6898157656151143,0.00029936867367531816,-0.018026858012845703,negative,False,0.78,0.78,,0.63,16,0,,,,,
DA,1000,0.0003,reversed,32,100,0.2874272805600924,0.6898157656151143,0.00029936867367531816,-0.018026858012845703,negative,False,0.58,0.58,,0.29,64,0,,,,,
DA,1000,0.0003,reversed,128,100,0.2874272805600924,0.6898157656151143,0.00029936867367531816,-0.018026858012845703,negative,False,0.35,0.35,,0.0,256,0,,,,,
DA,1000,0.0003,reversed,512,100,0.2874272805600924,0.6898157656151143,0.00029936867367531816,-0.018026858012845703,negative,False,0.25,0.25,,0.0,1024,0,,,,,
DA,1000,0.0003,near_zero,8,100,0.30000127290011813,0.7000010088333654,2.9969444945746424e-12,1.987680750381582e-06,positive,False,1.0,,0.0,1.0,16,0,,,,,
DA,1000,0.0003,near_zero,32,100,0.30000127290011813,0.7000010088333654,2.9969444945746424e-12,1.987680750381582e-06,positive,False,1.0,,0.0,1.0,64,0,,,,,
DA,1000,0.0003,near_zero,128,100,0.30000127290011813,0.7000010088333654,2.9969444945746424e-12,1.987680750381582e-06,positive,False,1.0,,0.0,1.0,256,0,,,,,
DA,1000,0.0003,near_zero,512,100,0.30000127290011813,0.7000010088333654,2.9969444945746424e-12,1.987680750381582e-06,positive,False,1.0,,0.0,1.0,1024,0,,,,,
AN,1001,0.0003,original,8,100,0.3011697715529313,0.7143239056530832,0.0003000000000000147,0.026290295691451138,positive,True,0.87,,0.13,0.76,16,8,0.06552785061361811,0.63,,0.37,0.37
AN,1001,0.0003,original,32,100,0.3011697715529313,0.7143239056530832,0.0003000000000000147,0.026290295691451138,positive,True,0.74,,0.26,0.3,64,32,0.06552785061361811,0.75,,0.25,0.25
AN,1001,0.0003,original,128,100,0.3011697715529313,0.7143239056530832,0.0003000000000000147,0.026290295691451138,positive,True,0.66,,0.33999999999999997,0.01,256,128,0.06552785061361811,0.9,,0.09999999999999998,0.09999999999999998
AN,1001,0.0003,original,512,100,0.3011697715529313,0.7143239056530832,0.0003000000000000147,0.026290295691451138,positive,True,0.97,,0.030000000000000027,0.0,1024,512,0.06552785061361811,0.99,,0.010000000000000009,0.010000000000000009
AN,1001,0.0003,reversed,8,100,0.2988328290629915,0.6852743244668897,0.000305558307930213,-0.0242855474068715,negative,True,0.83,0.83,,0.71,16,8,-0.2260876953584876,0.15,0.15,,
AN,1001,0.0003,reversed,32,100,0.2988328290629915,0.6852743244668897,0.000305558307930213,-0.0242855474068715,negative,True,0.56,0.56,,0.22,64,32,-0.2260876953584876,0.05,0.05,,
AN,1001,0.0003,reversed,128,100,0.2988328290629915,0.6852743244668897,0.000305558307930213,-0.0242855474068715,negative,True,0.28,0.28,,0.0,256,128,-0.2260876953584876,0.01,0.01,,
AN,1001,0.0003,reversed,512,100,0.2988328290629915,0.6852743244668897,0.000305558307930213,-0.0242855474068715,negative,True,0.13,0.13,,0.0,1024,512,-0.2260876953584876,0.0,0.0,,
AN,1001,0.0003,near_zero,8,100,0.3000001168472942,0.7000014527783404,3.028093008552451e-12,2.532849148140226e-06,positive,True,1.0,,0.0,1.0,16,8,1.4579974499381562e-05,0.77,,0.22999999999999998,0.22999999999999998
AN,1001,0.0003,near_zero,32,100,0.3000001168472942,0.7000014527783404,3.028093008552451e-12,2.532849148140226e-06,positive,True,1.0,,0.0,1.0,64,32,1.4579974499381562e-05,0.93,,0.06999999999999995,0.06999999999999995
AN,1001,0.0003,near_zero,128,100,0.3000001168472942,0.7000014527783404,3.028093008552451e-12,2.532849148140226e-06,positive,True,1.0,,0.0,1.0,256,128,1.4579974499381562e-05,0.98,,0.020000000000000018,0.020000000000000018
AN,1001,0.0003,near_zero,512,100,0.3000001168472942,0.7000014527783404,3.028093008552451e-12,2.532849148140226e-06,positive,True,1.0,,0.0,1.0,1024,512,1.4579974499381562e-05,1.0,,0.0,0.0
SA,1001,0.0003,original,8,100,0.3012066778024322,0.714321926645408,0.00030000000000002757,0.02629790158450407,positive,True,0.87,,0.13,0.76,16,8,0.06540045533057047,0.63,,0.37,0.37
SA,1001,0.0003,original,32,100,0.3012066778024322,0.714321926645408,0.00030000000000002757,0.02629790158450407,positive,True,0.74,,0.26,0.3,64,32,0.06540045533057047,0.74,,0.26,0.26
SA,1001,0.0003,original,128,100,0.3012066778024322,0.714321926645408,0.00030000000000002757,0.02629790158450407,positive,True,0.66,,0.33999999999999997,0.01,256,128,0.06540045533057047,0.9,,0.09999999999999998,0.09999999999999998
SA,1001,0.0003,original,512,100,0.3012066778024322,0.714321926645408,0.00030000000000002757,0.02629790158450407,positive,True,0.97,,0.030000000000000027,0.0,1024,512,0.06540045533057047,0.99,,0.010000000000000009,0.010000000000000009
SA,1001,0.0003,reversed,8,100,0.2987960893067291,0.6852764160414259,0.00030555578225022575,-0.024284983301749274,negative,True,0.83,0.83,,0.71,16,8,-0.22904440681792632,0.15,0.15,,
SA,1001,0.0003,reversed,32,100,0.2987960893067291,0.6852764160414259,0.00030555578225022575,-0.024284983301749274,negative,True,0.57,0.57,,0.22,64,32,-0.22904440681792632,0.05,0.05,,
SA,1001,0.0003,reversed,128,100,0.2987960893067291,0.6852764160414259,0.00030555578225022575,-0.024284983301749274,negative,True,0.28,0.28,,0.0,256,128,-0.22904440681792632,0.01,0.01,,
SA,1001,0.0003,reversed,512,100,0.2987960893067291,0.6852764160414259,0.00030555578225022575,-0.024284983301749274,negative,True,0.13,0.13,,0.0,1024,512,-0.22904440681792632,0.0,0.0,,
SA,1001,0.0003,near_zero,8,100,0.30000012052961067,0.7000014525746852,3.028096930378524e-12,2.5332042764558693e-06,positive,True,1.0,,0.0,1.0,16,8,1.4721424887667406e-05,0.77,,0.22999999999999998,0.22999999999999998
SA,1001,0.0003,near_zero,32,100,0.30000012052961067,0.7000014525746852,3.028096930378524e-12,2.5332042764558693e-06,positive,True,1.0,,0.0,1.0,64,32,1.4721424887667406e-05,0.93,,0.06999999999999995,0.06999999999999995
SA,1001,0.0003,near_zero,128,100,0.30000012052961067,0.7000014525746852,3.028096930378524e-12,2.5332042764558693e-06,positive,True,1.0,,0.0,1.0,256,128,1.4721424887667406e-05,0.98,,0.020000000000000018,0.020000000000000018
SA,1001,0.0003,near_zero,512,100,0.30000012052961067,0.7000014525746852,3.028096930378524e-12,2.5332042764558693e-06,positive,True,1.0,,0.0,1.0,1024,512,1.4721424887667406e-05,1.0,,0.0,0.0
DA,1001,0.0003,original,8,100,0.3128812012404488,0.7099904325706472,0.00030000000000002453,0.02172465513604316,positive,False,0.87,,0.13,0.75,16,0,,,,,
DA,1001,0.0003,original,32,100,0.3128812012404488,0.7099904325706472,0.00030000000000002453,0.02172465513604316,positive,False,0.65,,0.35,0.16,64,0,,,,,
DA,1001,0.0003,original,128,100,0.3128812012404488,0.7099904325706472,0.00030000000000002453,0.02172465513604316,positive,False,0.65,,0.35,0.0,256,0,,,,,
DA,1001,0.0003,original,512,100,0.3128812012404488,0.7099904325706472,0.00030000000000002453,0.02172465513604316,positive,False,0.91,,0.08999999999999997,0.0,1024,0,,,,,
DA,1001,0.0003,reversed,8,100,0.28742727829929765,0.6898157676453083,0.0002993686712100326,-0.018026855050602197,negative,False,0.77,0.77,,0.67,16,0,,,,,
DA,1001,0.0003,reversed,32,100,0.28742727829929765,0.6898157676453083,0.0002993686712100326,-0.018026855050602197,negative,False,0.6,0.6,,0.21,64,0,,,,,
DA,1001,0.0003,reversed,128,100,0.28742727829929765,0.6898157676453083,0.0002993686712100326,-0.018026855050602197,negative,False,0.25,0.25,,0.0,256,0,,,,,
DA,1001,0.0003,reversed,512,100,0.28742727829929765,0.6898157676453083,0.0002993686712100326,-0.018026855050602197,negative,False,0.19,0.19,,0.0,1024,0,,,,,
DA,1001,0.0003,near_zero,8,100,0.3000012729003499,0.7000010088331661,2.9970044591286485e-12,1.9876804504548318e-06,positive,False,1.0,,0.0,1.0,16,0,,,,,
DA,1001,0.0003,near_zero,32,100,0.3000012729003499,0.7000010088331661,2.9970044591286485e-12,1.9876804504548318e-06,positive,False,1.0,,0.0,1.0,64,0,,,,,
DA,1001,0.0003,near_zero,128,100,0.3000012729003499,0.7000010088331661,2.9970044591286485e-12,1.9876804504548318e-06,positive,False,1.0,,0.0,1.0,256,0,,,,,
DA,1001,0.0003,near_zero,512,100,0.3000012729003499,0.7000010088331661,2.9970044591286485e-12,1.9876804504548318e-06,positive,False,1.0,,0.0,1.0,1024,0,,,,,
AN,1002,0.0003,original,8,100,0.3037140498215608,0.7140414553360274,0.00030000000000000876,0.026548218371747756,positive,True,0.85,,0.15000000000000002,0.69,16,8,0.06496333465022038,0.52,,0.48,0.48
AN,1002,0.0003,original,32,100,0.3037140498215608,0.7140414553360274,0.00030000000000000876,0.026548218371747756,positive,True,0.75,,0.25,0.26,64,32,0.06496333465022038,0.69,,0.31000000000000005,0.31000000000000005
AN,1002,0.0003,original,128,100,0.3037140498215608,0.7140414553360274,0.00030000000000000876,0.026548218371747756,positive,True,0.78,,0.21999999999999997,0.0,256,128,0.06496333465022038,0.85,,0.15000000000000002,0.15000000000000002
AN,1002,0.0003,original,512,100,0.3037140498215608,0.7140414553360274,0.00030000000000000876,0.026548218371747756,positive,True,0.9,,0.09999999999999998,0.0,1024,512,0.06496333465022038,0.97,,0.030000000000000027,0.030000000000000027
AN,1002,0.0003,reversed,8,100,0.29631204020967955,0.6855726768278972,0.0003051719921496306,-0.023996120815369393,negative,True,0.86,0.86,,0.73,16,8,-0.23537054527748685,0.15,0.15,,
AN,1002,0.0003,reversed,32,100,0.29631204020967955,0.6855726768278972,0.0003051719921496306,-0.023996120815369393,negative,True,0.58,0.58,,0.28,64,32,-0.23537054527748685,0.06,0.06,,
AN,1002,0.0003,reversed,128,100,0.29631204020967955,0.6855726768278972,0.0003051719921496306,-0.023996120815369393,negative,True,0.36,0.36,,0.0,256,128,-0.23537054527748685,0.0,0.0,,
AN,1002,0.0003,reversed,512,100,0.29631204020967955,0.6855726768278972,0.0003051719921496306,-0.023996120815369393,negative,True,0.11,0.11,,0.0,1024,512,-0.23537054527748685,0.0,0.0,,
AN,1002,0.0003,near_zero,8,100,0.30000037010559255,0.7000014237205664,3.026142419873361e-12,2.531265485383738e-06,positive,True,1.0,,0.0,1.0,16,8,1.5015841960332223e-05,0.78,,0.21999999999999997,0.21999999999999997
AN,1002,0.0003,near_zero,32,100,0.30000037010559255,0.7000014237205664,3.026142419873361e-12,2.531265485383738e-06,positive,True,1.0,,0.0,1.0,64,32,1.5015841960332223e-05,0.85,,0.15000000000000002,0.15000000000000002
AN,1002,0.0003,near_zero,128,100,0.30000037010559255,0.7000014237205664,3.026142419873361e-12,2.531265485383738e-06,positive,True,1.0,,0.0,1.0,256,128,1.5015841960332223e-05,0.97,,0.030000000000000027,0.030000000000000027
AN,1002,0.0003,near_zero,512,100,0.30000037010559255,0.7000014237205664,3.026142419873361e-12,2.531265485383738e-06,positive,True,1.0,,0.0,1.0,1024,512,1.5015841960332223e-05,1.0,,0.0,0.0
SA,1002,0.0003,original,8,100,0.3035205709606713,0.7140735074919113,0.0003000000000000096,0.026548065981140623,positive,True,0.85,,0.15000000000000002,0.69,16,8,0.0646746123149636,0.5,,0.5,0.5
SA,1002,0.0003,original,32,100,0.3035205709606713,0.7140735074919113,0.0003000000000000096,0.026548065981140623,positive,True,0.75,,0.25,0.27,64,32,0.0646746123149636,0.69,,0.31000000000000005,0.31000000000000005
SA,1002,0.0003,original,128,100,0.3035205709606713,0.7140735074919113,0.0003000000000000096,0.026548065981140623,positive,True,0.77,,0.22999999999999998,0.0,256,128,0.0646746123149636,0.85,,0.15000000000000002,0.15000000000000002
SA,1002,0.0003,original,512,100,0.3035205709606713,0.7140735074919113,0.0003000000000000096,0.026548065981140623,positive,True,0.9,,0.09999999999999998,0.0,1024,512,0.0646746123149636,0.97,,0.030000000000000027,0.030000000000000027
SA,1002,0.0003,reversed,8,100,0.29650288019822413,0.6855388367180109,0.00030521748306338057,-0.024036071153545224,negative,True,0.86,0.86,,0.73,16,8,-0.24145360663120294,0.15,0.15,,
SA,1002,0.0003,reversed,32,100,0.29650288019822413,0.6855388367180109,0.00030521748306338057,-0.024036071153545224,negative,True,0.59,0.59,,0.29,64,32,-0.24145360663120294,0.06,0.06,,
SA,1002,0.0003,reversed,128,100,0.29650288019822413,0.6855388367180109,0.00030521748306338057,-0.024036071153545224,negative,True,0.36,0.36,,0.0,256,128,-0.24145360663120294,0.0,0.0,,
SA,1002,0.0003,reversed,512,100,0.29650288019822413,0.6855388367180109,0.00030521748306338057,-0.024036071153545224,negative,True,0.09,0.09,,0.0,1024,512,-0.24145360663120294,0.0,0.0,,
SA,1002,0.0003,near_zero,8,100,0.30000035088890054,0.7000014270171451,3.026387606604251e-12,2.5332721859117058e-06,positive,True,1.0,,0.0,1.0,16,8,1.5305527052336744e-05,0.78,,0.21999999999999997,0.21999999999999997
SA,1002,0.0003,near_zero,32,100,0.30000035088890054,0.7000014270171451,3.026387606604251e-12,2.5332721859117058e-06,positive,True,1.0,,0.0,1.0,64,32,1.5305527052336744e-05,0.85,,0.15000000000000002,0.15000000000000002
SA,1002,0.0003,near_zero,128,100,0.30000035088890054,0.7000014270171451,3.026387606604251e-12,2.5332721859117058e-06,positive,True,1.0,,0.0,1.0,256,128,1.5305527052336744e-05,0.97,,0.030000000000000027,0.030000000000000027
SA,1002,0.0003,near_zero,512,100,0.30000035088890054,0.7000014270171451,3.026387606604251e-12,2.5332721859117058e-06,positive,True,1.0,,0.0,1.0,1024,512,1.5305527052336744e-05,1.0,,0.0,0.0
DA,1002,0.0003,original,8,100,0.31288120664957997,0.7099904281175521,0.00030000000000001553,0.02172464829837356,positive,False,0.84,,0.16000000000000003,0.66,16,0,,,,,
DA,1002,0.0003,original,32,100,0.31288120664957997,0.7099904281175521,0.00030000000000001553,0.02172464829837356,positive,False,0.71,,0.29000000000000004,0.16,64,0,,,,,
DA,1002,0.0003,original,128,100,0.31288120664957997,0.7099904281175521,0.00030000000000001553,0.02172464829837356,positive,False,0.72,,0.28,0.01,256,0,,,,,
DA,1002,0.0003,original,512,100,0.31288120664957997,0.7099904281175521,0.00030000000000001553,0.02172464829837356,positive,False,0.81,,0.18999999999999995,0.0,1024,0,,,,,
DA,1002,0.0003,reversed,8,100,0.2874272731461406,0.6898157722728462,0.0002993686655906345,-0.018026848298590192,negative,False,0.86,0.86,,0.71,16,0,,,,,
DA,1002,0.0003,reversed,32,100,0.2874272731461406,0.6898157722728462,0.0002993686655906345,-0.018026848298590192,negative,False,0.51,0.51,,0.21,64,0,,,,,
DA,1002,0.0003,reversed,128,100,0.2874272731461406,0.6898157722728462,0.0002993686655906345,-0.018026848298590192,negative,False,0.3,0.3,,0.0,256,0,,,,,
DA,1002,0.0003,reversed,512,100,0.2874272731461406,0.6898157722728462,0.0002993686655906345,-0.018026848298590192,negative,False,0.19,0.19,,0.0,1024,0,,,,,
DA,1002,0.0003,near_zero,8,100,0.3000012729008783,0.7000010088327119,2.9969867235716342e-12,1.98767976711256e-06,positive,False,1.0,,0.0,1.0,16,0,,,,,
DA,1002,0.0003,near_zero,32,100,0.3000012729008783,0.7000010088327119,2.9969867235716342e-12,1.98767976711256e-06,positive,False,1.0,,0.0,1.0,64,0,,,,,
DA,1002,0.0003,near_zero,128,100,0.3000012729008783,0.7000010088327119,2.9969867235716342e-12,1.98767976711256e-06,positive,False,1.0,,0.0,1.0,256,0,,,,,
DA,1002,0.0003,near_zero,512,100,0.3000012729008783,0.7000010088327119,2.9969867235716342e-12,1.98767976711256e-06,positive,False,1.0,,0.0,1.0,1024,0,,,,,
AN,1003,0.0003,original,8,100,0.3031192049607217,0.71413435805246,0.0003000000000000183,0.02653729421007922,positive,True,0.88,,0.12,0.74,16,8,0.06637868211075942,0.61,,0.39,0.39
AN,1003,0.0003,original,32,100,0.3031192049607217,0.71413435805246,0.0003000000000000183,0.02653729421007922,positive,True,0.67,,0.32999999999999996,0.3,64,32,0.06637868211075942,0.76,,0.24,0.24
AN,1003,0.0003,original,128,100,0.3031192049607217,0.71413435805246,0.0003000000000000183,0.02653729421007922,positive,True,0.69,,0.31000000000000005,0.02,256,128,0.06637868211075942,0.85,,0.15000000000000002,0.15000000000000002
AN,1003,0.0003,original,512,100,0.3031192049607217,0.71413435805246,0.0003000000000000183,0.02653729421007922,positive,True,0.93,,0.06999999999999995,0.0,1024,512,0.06637868211075942,0.99,,0.010000000000000009,0.010000000000000009
AN,1003,0.0003,reversed,8,100,0.2968992178489311,0.68547458006913,0.00030530298116941934,-0.02410946347971965,negative,True,0.75,0.75,,0.66,16,8,-0.20601928147076926,0.19,0.19,,
AN,1003,0.0003,reversed,32,100,0.2968992178489311,0.68547458006913,0.00030530298116941934,-0.02410946347971965,negative,True,0.62,0.62,,0.34,64,32,-0.20601928147076926,0.04,0.04,,
AN,1003,0.0003,reversed,128,100,0.2968992178489311,0.68547458006913,0.00030530298116941934,-0.02410946347971965,negative,True,0.39,0.39,,0.01,256,128,-0.20601928147076926,0.0,0.0,,
AN,1003,0.0003,reversed,512,100,0.2968992178489311,0.68547458006913,0.00030530298116941934,-0.02410946347971965,negative,True,0.17,0.17,,0.0,1024,512,-0.20601928147076926,0.0,0.0,,
AN,1003,0.0003,near_zero,8,100,0.30000031100240354,0.7000014332762624,3.0268100763357377e-12,2.5364293466112464e-06,positive,True,1.0,,0.0,1.0,16,8,1.3619199976079634e-05,0.78,,0.21999999999999997,0.21999999999999997
AN,1003,0.0003,near_zero,32,100,0.30000031100240354,0.7000014332762624,3.0268100763357377e-12,2.5364293466112464e-06,positive,True,1.0,,0.0,1.0,64,32,1.3619199976079634e-05,0.89,,0.10999999999999999,0.10999999999999999
AN,1003,0.0003,near_zero,128,100,0.30000031100240354,0.7000014332762624,3.0268100763357377e-12,2.5364293466112464e-06,positive,True,1.0,,0.0,1.0,256,128,1.3619199976079634e-05,1.0,,0.0,0.0
AN,1003,0.0003,near_zero,512,100,0.30000031100240354,0.7000014332762624,3.0268100763357377e-12,2.5364293466112464e-06,positive,True,1.0,,0.0,0.99,1024,512,1.3619199976079634e-05,1.0,,0.0,0.0
SA,1003,0.0003,original,8,100,0.30307936354684595,0.714139985686198,0.0003000000000000176,0.02653546174128374,positive,True,0.88,,0.12,0.74,16,8,0.06638045815249183,0.61,,0.39,0.39
SA,1003,0.0003,original,32,100,0.30307936354684595,0.714139985686198,0.0003000000000000176,0.02653546174128374,positive,True,0.67,,0.32999999999999996,0.3,64,32,0.06638045815249183,0.76,,0.24,0.24
SA,1003,0.0003,original,128,100,0.30307936354684595,0.714139985686198,0.0003000000000000176,0.02653546174128374,positive,True,0.69,,0.31000000000000005,0.02,256,128,0.06638045815249183,0.85,,0.15000000000000002,0.15000000000000002
SA,1003,0.0003,original,512,100,0.30307936354684595,0.714139985686198,0.0003000000000000176,0.02653546174128374,positive,True,0.93,,0.06999999999999995,0.0,1024,512,0.06638045815249183,0.99,,0.010000000000000009,0.010000000000000009
SA,1003,0.0003,reversed,8,100,0.2969385929962577,0.6854686366572937,0.0003053108242868035,-0.024116052850908287,negative,True,0.75,0.75,,0.66,16,8,-0.20680853195499854,0.19,0.19,,
SA,1003,0.0003,reversed,32,100,0.2969385929962577,0.6854686366572937,0.0003053108242868035,-0.024116052850908287,negative,True,0.62,0.62,,0.34,64,32,-0.20680853195499854,0.04,0.04,,
SA,1003,0.0003,reversed,128,100,0.2969385929962577,0.6854686366572937,0.0003053108242868035,-0.024116052850908287,negative,True,0.38,0.38,,0.01,256,128,-0.20680853195499854,0.0,0.0,,
SA,1003,0.0003,reversed,512,100,0.2969385929962577,0.6854686366572937,0.0003053108242868035,-0.024116052850908287,negative,True,0.17,0.17,,0.0,1024,512,-0.20680853195499854,0.0,0.0,,
SA,1003,0.0003,near_zero,8,100,0.3000003070414616,0.7000014338551638,3.0268792019534093e-12,2.536669148345272e-06,positive,True,1.0,,0.0,1.0,16,8,1.3658747365005507e-05,0.78,,0.21999999999999997,0.21999999999999997
SA,1003,0.0003,near_zero,32,100,0.3000003070414616,0.7000014338551638,3.0268792019534093e-12,2.536669148345272e-06,positive,True,1.0,,0.0,1.0,64,32,1.3658747365005507e-05,0.89,,0.10999999999999999,0.10999999999999999
SA,1003,0.0003,near_zero,128,100,0.3000003070414616,0.7000014338551638,3.0268792019534093e-12,2.536669148345272e-06,positive,True,1.0,,0.0,1.0,256,128,1.3658747365005507e-05,1.0,,0.0,0.0
SA,1003,0.0003,near_zero,512,100,0.3000003070414616,0.7000014338551638,3.0268792019534093e-12,2.536669148345272e-06,positive,True,1.0,,0.0,0.99,1024,512,1.3658747365005507e-05,1.0,,0.0,0.0
DA,1003,0.0003,original,8,100,0.3128812059967173,0.7099904286550243,0.0003000000000000384,0.021724649123655015,positive,False,0.82,,0.18000000000000005,0.68,16,0,,,,,
DA,1003,0.0003,original,32,100,0.3128812059967173,0.7099904286550243,0.0003000000000000384,0.021724649123655015,positive,False,0.68,,0.31999999999999995,0.29,64,0,,,,,
DA,1003,0.0003,original,128,100,0.3128812059967173,0.7099904286550243,0.0003000000000000384,0.021724649123655015,positive,False,0.64,,0.36,0.0,256,0,,,,,
DA,1003,0.0003,original,512,100,0.3128812059967173,0.7099904286550243,0.0003000000000000384,0.021724649123655015,positive,False,0.85,,0.15000000000000002,0.0,1024,0,,,,,
DA,1003,0.0003,reversed,8,100,0.28742727376810806,0.6898157717143194,0.0002993686662688653,-0.01802684911353314,negative,False,0.77,0.77,,0.69,16,0,,,,,
