method,seed,requested_kl,variant,check_episodes,repeats,candidate_p_0,candidate_p_1,actual_kl,exact_return_gain,return_class,direction_gate_applicable,return_accept_rate,return_false_accept_rate,return_false_reject_rate,all_zero_pair_rate,return_check_steps,direction_check_steps,exact_direction_score,direction_accept_rate,direction_false_accept_rate,direction_false_reject_rate,reject_positive_return_rate
SA,1011,0.0003,reversed,512,100,0.2948179389193232,0.6859048612445783,0.00030471364324324564,-0.02357729220300825,negative,True,0.1,0.1,,0.0,1024,512,-0.20617219410143173,0.0,0.0,,
SA,1011,0.0003,near_zero,8,100,0.30000052080324324,0.7000013913501784,3.0238719540721795e-12,2.504264740910145e-06,positive,True,1.0,,0.0,1.0,16,8,1.3541944119431092e-05,0.78,,0.21999999999999997,0.21999999999999997
SA,1011,0.0003,near_zero,32,100,0.30000052080324324,0.7000013913501784,3.0238719540721795e-12,2.504264740910145e-06,positive,True,1.0,,0.0,1.0,64,32,1.3541944119431092e-05,0.87,,0.13,0.13
SA,1011,0.0003,near_zero,128,100,0.30000052080324324,0.7000013913501784,3.0238719540721795e-12,2.504264740910145e-06,positive,True,1.0,,0.0,1.0,256,128,1.3541944119431092e-05,0.98,,0.020000000000000018,0.020000000000000018
SA,1011,0.0003,near_zero,512,100,0.30000052080324324,0.7000013913501784,3.0238719540721795e-12,2.504264740910145e-06,positive,True,1.0,,0.0,1.0,1024,512,1.3541944119431092e-05,1.0,,0.0,0.0
DA,1011,0.0003,original,8,100,0.31288120725471924,0.7099904276193674,0.00030000000000003223,0.021724647533417185,positive,False,0.89,,0.10999999999999999,0.78,16,0,,,,,
DA,1011,0.0003,original,32,100,0.31288120725471924,0.7099904276193674,0.00030000000000003223,0.021724647533417185,positive,False,0.71,,0.29000000000000004,0.21,64,0,,,,,
DA,1011,0.0003,original,128,100,0.31288120725471924,0.7099904276193674,0.00030000000000003223,0.021724647533417185,positive,False,0.75,,0.25,0.0,256,0,,,,,
DA,1011,0.0003,original,512,100,0.31288120725471924,0.7099904276193674,0.00030000000000003223,0.021724647533417185,positive,False,0.83,,0.17000000000000004,0.0,1024,0,,,,,
DA,1011,0.0003,reversed,8,100,0.28742727256963807,0.6898157727905464,0.0002993686649620176,-0.018026847543216984,negative,False,0.83,0.83,,0.66,16,0,,,,,
DA,1011,0.0003,reversed,32,100,0.28742727256963807,0.6898157727905464,0.0002993686649620176,-0.018026847543216984,negative,False,0.54,0.54,,0.24,64,0,,,,,
DA,1011,0.0003,reversed,128,100,0.28742727256963807,0.6898157727905464,0.0002993686649620176,-0.018026847543216984,negative,False,0.31,0.31,,0.0,256,0,,,,,
DA,1011,0.0003,reversed,512,100,0.28742727256963807,0.6898157727905464,0.0002993686649620176,-0.018026847543216984,negative,False,0.22,0.22,,0.0,1024,0,,,,,
DA,1011,0.0003,near_zero,8,100,0.3000012729009374,0.7000010088326611,2.9969978285970892e-12,1.987679690784727e-06,positive,False,1.0,,0.0,1.0,16,0,,,,,
DA,1011,0.0003,near_zero,32,100,0.3000012729009374,0.7000010088326611,2.9969978285970892e-12,1.987679690784727e-06,positive,False,1.0,,0.0,1.0,64,0,,,,,
DA,1011,0.0003,near_zero,128,100,0.3000012729009374,0.7000010088326611,2.9969978285970892e-12,1.987679690784727e-06,positive,False,1.0,,0.0,1.0,256,0,,,,,
DA,1011,0.0003,near_zero,512,100,0.3000012729009374,0.7000010088326611,2.9969978285970892e-12,1.987679690784727e-06,positive,False,1.0,,0.0,1.0,1024,0,,,,,
AN,1012,0.0003,original,8,100,0.30005795706962146,0.7143546933109705,0.000300000000000024,0.026009325407089945,positive,True,0.92,,0.07999999999999996,0.81,16,8,0.06534269607046832,0.66,,0.33999999999999997,0.33999999999999997
AN,1012,0.0003,original,32,100,0.30005795706962146,0.7143546933109705,0.000300000000000024,0.026009325407089945,positive,True,0.78,,0.21999999999999997,0.36,64,32,0.06534269607046832,0.72,,0.28,0.28
AN,1012,0.0003,original,128,100,0.30005795706962146,0.7143546933109705,0.000300000000000024,0.026009325407089945,positive,True,0.69,,0.31000000000000005,0.02,256,128,0.06534269607046832,0.92,,0.07999999999999996,0.07999999999999996
AN,1012,0.0003,original,512,100,0.30005795706962146,0.7143546933109705,0.000300000000000024,0.026009325407089945,positive,True,0.94,,0.06000000000000005,0.0,1024,512,0.06534269607046832,1.0,,0.0,0.0
AN,1012,0.0003,reversed,8,100,0.29994204932780927,0.6852417835050252,0.0003055966869742352,-0.02425219119050237,negative,True,0.81,0.81,,0.72,16,8,-0.19030157549616755,0.12,0.12,,
AN,1012,0.0003,reversed,32,100,0.29994204932780927,0.6852417835050252,0.0003055966869742352,-0.02425219119050237,negative,True,0.59,0.59,,0.31,64,32,-0.19030157549616755,0.02,0.02,,
AN,1012,0.0003,reversed,128,100,0.29994204932780927,0.6852417835050252,0.0003055966869742352,-0.02425219119050237,negative,True,0.23,0.23,,0.0,256,128,-0.19030157549616755,0.0,0.0,,
AN,1012,0.0003,reversed,512,100,0.29994204932780927,0.6852417835050252,0.0003055966869742352,-0.02425219119050237,negative,True,0.08,0.08,,0.0,1024,512,-0.19030157549616755,0.0,0.0,,
AN,1012,0.0003,near_zero,8,100,0.3000000057953871,0.7000014559467382,3.0282780624870844e-12,2.5170009528285853e-06,positive,True,1.0,,0.0,1.0,16,8,1.2781588783934666e-05,0.83,,0.17000000000000004,0.17000000000000004
AN,1012,0.0003,near_zero,32,100,0.3000000057953871,0.7000014559467382,3.0282780624870844e-12,2.5170009528285853e-06,positive,True,1.0,,0.0,1.0,64,32,1.2781588783934666e-05,0.84,,0.16000000000000003,0.16000000000000003
AN,1012,0.0003,near_zero,128,100,0.3000000057953871,0.7000014559467382,3.0282780624870844e-12,2.5170009528285853e-06,positive,True,1.0,,0.0,1.0,256,128,1.2781588783934666e-05,0.98,,0.020000000000000018,0.020000000000000018
AN,1012,0.0003,near_zero,512,100,0.3000000057953871,0.7000014559467382,3.0282780624870844e-12,2.5170009528285853e-06,positive,True,1.0,,0.0,1.0,1024,512,1.2781588783934666e-05,1.0,,0.0,0.0
SA,1012,0.0003,original,8,100,0.3000585189944088,0.7143546918343352,0.00030000000000000653,0.02600949261658969,positive,True,0.92,,0.07999999999999996,0.81,16,8,0.06533053192068489,0.66,,0.33999999999999997,0.33999999999999997
SA,1012,0.0003,original,32,100,0.3000585189944088,0.7143546918343352,0.00030000000000000653,0.02600949261658969,positive,True,0.78,,0.21999999999999997,0.36,64,32,0.06533053192068489,0.72,,0.28,0.28
SA,1012,0.0003,original,128,100,0.3000585189944088,0.7143546918343352,0.00030000000000000653,0.02600949261658969,positive,True,0.69,,0.31000000000000005,0.02,256,128,0.06533053192068489,0.92,,0.07999999999999996,0.07999999999999996
SA,1012,0.0003,original,512,100,0.3000585189944088,0.7143546918343352,0.00030000000000000653,0.02600949261658969,positive,True,0.94,,0.06000000000000005,0.0,1024,512,0.06533053192068489,1.0,,0.0,0.0
SA,1012,0.0003,reversed,8,100,0.29994148752766947,0.6852417850658463,0.0003055966852152463,-0.024252232781424965,negative,True,0.81,0.81,,0.72,16,8,-0.18927370718330155,0.12,0.12,,
SA,1012,0.0003,reversed,32,100,0.29994148752766947,0.6852417850658463,0.0003055966852152463,-0.024252232781424965,negative,True,0.59,0.59,,0.31,64,32,-0.18927370718330155,0.02,0.02,,
SA,1012,0.0003,reversed,128,100,0.29994148752766947,0.6852417850658463,0.0003055966852152463,-0.024252232781424965,negative,True,0.23,0.23,,0.0,256,128,-0.18927370718330155,0.0,0.0,,
SA,1012,0.0003,reversed,512,100,0.29994148752766947,0.6852417850658463,0.0003055966852152463,-0.024252232781424965,negative,True,0.08,0.08,,0.0,1024,512,-0.18927370718330155,0.0,0.0,,
SA,1012,0.0003,near_zero,8,100,0.3000000058515734,0.7000014559465862,3.0282469852300763e-12,2.517011478631037e-06,positive,True,1.0,,0.0,1.0,16,8,1.272959223932301e-05,0.83,,0.17000000000000004,0.17000000000000004
SA,1012,0.0003,near_zero,32,100,0.3000000058515734,0.7000014559465862,3.0282469852300763e-12,2.517011478631037e-06,positive,True,1.0,,0.0,1.0,64,32,1.272959223932301e-05,0.84,,0.16000000000000003,0.16000000000000003
SA,1012,0.0003,near_zero,128,100,0.3000000058515734,0.7000014559465862,3.0282469852300763e-12,2.517011478631037e-06,positive,True,1.0,,0.0,1.0,256,128,1.272959223932301e-05,0.98,,0.020000000000000018,0.020000000000000018
SA,1012,0.0003,near_zero,512,100,0.3000000058515734,0.7000014559465862,3.0282469852300763e-12,2.517011478631037e-06,positive,True,1.0,,0.0,1.0,1024,512,1.272959223932301e-05,1.0,,0.0,0.0
DA,1012,0.0003,original,8,100,0.3128808059345395,0.709990757997893,0.000300000000000045,0.02172515482114301,positive,False,0.87,,0.13,0.74,16,0,,,,,
DA,1012,0.0003,original,32,100,0.3128808059345395,0.709990757997893,0.000300000000000045,0.02172515482114301,positive,False,0.74,,0.26,0.34,64,0,,,,,
DA,1012,0.0003,original,128,100,0.3128808059345395,0.709990757997893,0.000300000000000045,0.02172515482114301,positive,False,0.76,,0.24,0.01,256,0,,,,,
DA,1012,0.0003,original,512,100,0.3128808059345395,0.709990757997893,0.000300000000000045,0.02172515482114301,positive,False,0.84,,0.16000000000000003,0.0,1024,0,,,,,
DA,1012,0.0003,reversed,8,100,0.2874276548985906,0.6898154294697639,0.0002993690818737696,-0.018027348479812466,negative,False,0.77,0.77,,0.68,16,0,,,,,
DA,1012,0.0003,reversed,32,100,0.2874276548985906,0.6898154294697639,0.0002993690818737696,-0.018027348479812466,negative,False,0.56,0.56,,0.28,64,0,,,,,
DA,1012,0.0003,reversed,128,100,0.2874276548985906,0.6898154294697639,0.0002993690818737696,-0.018027348479812466,negative,False,0.26,0.26,,0.01,256,0,,,,,
DA,1012,0.0003,reversed,512,100,0.2874276548985906,0.6898154294697639,0.0002993690818737696,-0.018027348479812466,negative,False,0.24,0.24,,0.0,1024,0,,,,,
DA,1012,0.0003,near_zero,8,100,0.30000127286173617,0.7000010088663562,2.9970423786337633e-12,1.9877303893967024e-06,positive,False,1.0,,0.0,1.0,16,0,,,,,
DA,1012,0.0003,near_zero,32,100,0.30000127286173617,0.7000010088663562,2.9970423786337633e-12,1.9877303893967024e-06,positive,False,1.0,,0.0,1.0,64,0,,,,,
DA,1012,0.0003,near_zero,128,100,0.30000127286173617,0.7000010088663562,2.9970423786337633e-12,1.9877303893967024e-06,positive,False,1.0,,0.0,1.0,256,0,,,,,
DA,1012,0.0003,near_zero,512,100,0.30000127286173617,0.7000010088663562,2.9970423786337633e-12,1.9877303893967024e-06,positive,False,1.0,,0.0,1.0,1024,0,,,,,
AN,1013,0.0003,original,8,100,0.30413702490678335,0.7139651548338167,0.00030000000000004605,0.026536963641564715,positive,True,0.86,,0.14,0.71,16,8,0.06551004380513316,0.58,,0.42000000000000004,0.42000000000000004
AN,1013,0.0003,original,32,100,0.30413702490678335,0.7139651548338167,0.00030000000000004605,0.026536963641564715,positive,True,0.75,,0.25,0.3,64,32,0.06551004380513316,0.69,,0.31000000000000005,0.31000000000000005
AN,1013,0.0003,original,128,100,0.30413702490678335,0.7139651548338167,0.00030000000000004605,0.026536963641564715,positive,True,0.75,,0.25,0.01,256,128,0.06551004380513316,0.84,,0.16000000000000003,0.16000000000000003
AN,1013,0.0003,original,512,100,0.30413702490678335,0.7139651548338167,0.00030000000000004605,0.026536963641564715,positive,True,0.95,,0.050000000000000044,0.0,1024,512,0.06551004380513316,0.99,,0.010000000000000009,0.010000000000000009
AN,1013,0.0003,reversed,8,100,0.2958953201650482,0.685653216493741,0.00030506263796539025,-0.02389835943869506,negative,True,0.79,0.79,,0.68,16,8,-0.21807319118948365,0.21,0.21,,
AN,1013,0.0003,reversed,32,100,0.2958953201650482,0.685653216493741,0.00030506263796539025,-0.02389835943869506,negative,True,0.57,0.57,,0.28,64,32,-0.21807319118948365,0.05,0.05,,
AN,1013,0.0003,reversed,128,100,0.2958953201650482,0.685653216493741,0.00030506263796539025,-0.02389835943869506,negative,True,0.2,0.2,,0.01,256,128,-0.21807319118948365,0.0,0.0,,
AN,1013,0.0003,reversed,512,100,0.2958953201650482,0.685653216493741,0.00030506263796539025,-0.02389835943869506,negative,True,0.11,0.11,,0.0,1024,512,-0.21807319118948365,0.0,0.0,,
AN,1013,0.0003,near_zero,8,100,0.30000041209227535,0.7000014158739164,3.025591517394818e-12,2.525768307282128e-06,positive,True,1.0,,0.0,1.0,16,8,1.417839893399392e-05,0.75,,0.25,0.25
AN,1013,0.0003,near_zero,32,100,0.30000041209227535,0.7000014158739164,3.025591517394818e-12,2.525768307282128e-06,positive,True,1.0,,0.0,1.0,64,32,1.417839893399392e-05,0.85,,0.15000000000000002,0.15000000000000002
AN,1013,0.0003,near_zero,128,100,0.30000041209227535,0.7000014158739164,3.025591517394818e-12,2.525768307282128e-06,positive,True,1.0,,0.0,1.0,256,128,1.417839893399392e-05,0.96,,0.040000000000000036,0.040000000000000036
AN,1013,0.0003,near_zero,512,100,0.30000041209227535,0.7000014158739164,3.025591517394818e-12,2.525768307282128e-06,positive,True,1.0,,0.0,1.0,1024,512,1.417839893399392e-05,1.0,,0.0,0.0
SA,1013,0.0003,original,8,100,0.3040669693910733,0.7139783866657097,0.00030000000000003077,0.026539935659076475,positive,True,0.86,,0.14,0.71,16,8,0.06553322526631268,0.58,,0.42000000000000004,0.42000000000000004
SA,1013,0.0003,original,32,100,0.3040669693910733,0.7139783866657097,0.00030000000000003077,0.026539935659076475,positive,True,0.75,,0.25,0.3,64,32,0.06553322526631268,0.69,,0.31000000000000005,0.31000000000000005
SA,1013,0.0003,original,128,100,0.3040669693910733,0.7139783866657097,0.00030000000000003077,0.026539935659076475,positive,True,0.75,,0.25,0.01,256,128,0.06553322526631268,0.84,,0.16000000000000003,0.16000000000000003
SA,1013,0.0003,original,512,100,0.3040669693910733,0.7139783866657097,0.00030000000000003077,0.026539935659076475,positive,True,0.96,,0.040000000000000036,0.0,1024,512,0.06553322526631268,0.99,,0.010000000000000009,0.010000000000000009
SA,1013,0.0003,reversed,8,100,0.2959642936455267,0.6856392512410293,0.00030508169953930193,-0.023915543505869608,negative,True,0.79,0.79,,0.69,16,8,-0.21897989521379935,0.21,0.21,,
SA,1013,0.0003,reversed,32,100,0.2959642936455267,0.6856392512410293,0.00030508169953930193,-0.023915543505869608,negative,True,0.57,0.57,,0.28,64,32,-0.21897989521379935,0.04,0.04,,
SA,1013,0.0003,reversed,128,100,0.2959642936455267,0.6856392512410293,0.00030508169953930193,-0.023915543505869608,negative,True,0.2,0.2,,0.01,256,128,-0.21897989521379935,0.0,0.0,,
SA,1013,0.0003,reversed,512,100,0.2959642936455267,0.6856392512410293,0.00030508169953930193,-0.023915543505869608,negative,True,0.11,0.11,,0.0,1024,512,-0.21897989521379935,0.0,0.0,,
SA,1013,0.0003,near_zero,8,100,0.30000040514047793,0.7000014172345718,3.02563287087738e-12,2.5267847109655683e-06,positive,True,1.0,,0.0,1.0,16,8,1.4224888790655865e-05,0.75,,0.25,0.25
SA,1013,0.0003,near_zero,32,100,0.30000040514047793,0.7000014172345718,3.02563287087738e-12,2.5267847109655683e-06,positive,True,1.0,,0.0,1.0,64,32,1.4224888790655865e-05,0.85,,0.15000000000000002,0.15000000000000002
SA,1013,0.0003,near_zero,128,100,0.30000040514047793,0.7000014172345718,3.02563287087738e-12,2.5267847109655683e-06,positive,True,1.0,,0.0,1.0,256,128,1.4224888790655865e-05,0.96,,0.040000000000000036,0.040000000000000036
SA,1013,0.0003,near_zero,512,100,0.30000040514047793,0.7000014172345718,3.02563287087738e-12,2.5267847109655683e-06,positive,True,1.0,,0.0,1.0,1024,512,1.4224888790655865e-05,1.0,,0.0,0.0
DA,1013,0.0003,original,8,100,0.3128812067758832,0.7099904280135718,0.00030000000000003114,0.021724648138713054,positive,False,0.85,,0.15000000000000002,0.69,16,0,,,,,
