experiment,method,label,actor_class,sample_episodes,fit_steps,direction_method,smoke_only,metric,mean,std,independent_units,ci95_low,ci95_high,interval_unit,small_sample
P-EA,AN,mc_raw,shared_offset,2048,10,AN,False,source_direction_error,0.0006553232254683497,0.0004983222221628919,20,0.00046233315134882756,0.0008889429804766495,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,10,AN,False,source_exact_score,0.06587267677453158,0.000498322222162897,20,0.06563905701952329,0.0660656668486511,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,10,AN,False,additional_training_environment_steps,0.0,0.0,20,0.0,0.0,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,10,AN,False,replayed_source_episodes,2048.0,0.0,20,2048.0,2048.0,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,10,AN,False,report_validation_episodes,500.0,0.0,20,500.0,500.0,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,source_steps_total,2548.0,0.0,20,2548.0,2548.0,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,eta,0.10000000000000002,1.4238309865648918e-17,20,0.10000000000000002,0.10000000000000002,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,ideal_return_gain,0.02868671818466374,0.0017334661156398752,20,0.027960674022591375,0.029437710358190376,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,actual_return_gain,0.02144440161624009,0.001730894212469954,20,0.020714074080830307,0.022202213614782248,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,learned_direction_derivative,0.27366246459616006,0.015679426830761744,20,0.2670607318741485,0.2804244984776837,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,projected_direction_derivative,0.20125492408355253,0.015091009557275449,20,0.1948872195496864,0.2078765932777091,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,realized_path_derivative,0.19885858910960377,0.015008944387603225,20,0.19250614285878476,0.2054301699438702,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,forward_kl_training,9.130182570465378e-05,2.3661021851311595e-05,20,8.133978803656789e-05,0.00010079539147097342,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,forward_kl_validation,9.138301599900938e-05,2.3874147529161005e-05,20,8.138065733419848e-05,0.0001009564290219455,training_seed_or_data_batch,False
P-EA,AN,mc_raw,shared_offset,2048,100,AN,False,forward_kl_exact,9.132627415387659e-05,2.3770888254983457e-05,20,8.129733768963264e-05,0.00010087379270798241,training_seed_or_data_batch,False
